kafka-exporter  | 2025-10-12T12:01:57.585021322Z I1012 12:01:57.583846       1 kafka_exporter.go:847] Starting kafka_exporter (version=1.9.0, branch=master, revision=18b18d5e798095722c9189bc27db3842fab31a98)
kafka                   | 2025-10-12T12:01:52.489986334Z [2025-10-12 12:01:52,488] INFO [Controller id=1] Initialized broker epochs cache: HashMap(1 -> 27) (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.501123086Z [2025-10-12 12:01:52,497] INFO [/config/changes-event-process-thread]: Starting (kafka.common.ZkNodeChangeNotificationListener$ChangeEventProcessThread)
kafka                   | 2025-10-12T12:01:52.501310216Z [2025-10-12 12:01:52,499] DEBUG [Controller id=1] Register BrokerModifications handler for Set(1) (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.520399004Z [2025-10-12 12:01:52,519] DEBUG [Channel manager on controller 1]: Controller 1 trying to connect to broker 1 (kafka.controller.ControllerChannelManager)
kafka                   | 2025-10-12T12:01:52.521424729Z [2025-10-12 12:01:52,520] INFO [SocketServer listenerType=ZK_BROKER, nodeId=1] Enabling request processing. (kafka.network.SocketServer)
kafka                   | 2025-10-12T12:01:52.546452175Z [2025-10-12 12:01:52,541] INFO Kafka version: 7.4.1-ccs (org.apache.kafka.common.utils.AppInfoParser)
kafka                   | 2025-10-12T12:01:52.546474477Z [2025-10-12 12:01:52,541] INFO Kafka commitId: fed9c006bfc7ba5bf7d2dee840e041d1a851d903 (org.apache.kafka.common.utils.AppInfoParser)
kafka                   | 2025-10-12T12:01:52.546478965Z [2025-10-12 12:01:52,541] INFO Kafka startTimeMs: 1760270512530 (org.apache.kafka.common.utils.AppInfoParser)
kafka                   | 2025-10-12T12:01:52.546482682Z [2025-10-12 12:01:52,544] INFO [KafkaServer id=1] started (kafka.server.KafkaServer)
kafka                   | 2025-10-12T12:01:52.568856714Z [2025-10-12 12:01:52,568] INFO [Controller id=1] Currently active brokers in the cluster: Set(1) (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.569489115Z [2025-10-12 12:01:52,569] INFO [RequestSendThread controllerId=1] Starting (kafka.controller.RequestSendThread)
kafka                   | 2025-10-12T12:01:52.579458014Z [2025-10-12 12:01:52,577] INFO [Controller id=1] Currently shutting brokers in the cluster: HashSet() (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.579474014Z [2025-10-12 12:01:52,577] INFO [Controller id=1] Current list of topics in the cluster: HashSet() (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.579477811Z [2025-10-12 12:01:52,578] INFO [Controller id=1] Fetching topic deletions in progress (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.595776320Z [2025-10-12 12:01:52,595] INFO [Controller id=1] List of topics to be deleted:  (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.596959048Z [2025-10-12 12:01:52,596] INFO [Controller id=1] List of topics ineligible for deletion:  (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.596972433Z [2025-10-12 12:01:52,596] INFO [Controller id=1] Initializing topic deletion manager (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.599171870Z [2025-10-12 12:01:52,598] INFO [Topic Deletion Manager 1] Initializing manager with initial deletions: Set(), initial ineligible deletions: HashSet() (kafka.controller.TopicDeletionManager)
kafka                   | 2025-10-12T12:01:52.603061502Z [2025-10-12 12:01:52,602] INFO [Controller id=1] Sending update metadata request (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.631055699Z [2025-10-12 12:01:52,622] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet(1) for 0 partitions (state.change.logger)
kafka                   | 2025-10-12T12:01:52.662033343Z [2025-10-12 12:01:52,661] INFO [ReplicaStateMachine controllerId=1] Initializing replica state (kafka.controller.ZkReplicaStateMachine)
kafka                   | 2025-10-12T12:01:52.663496876Z [2025-10-12 12:01:52,663] INFO [ReplicaStateMachine controllerId=1] Triggering online replica state changes (kafka.controller.ZkReplicaStateMachine)
kafka                   | 2025-10-12T12:01:52.669684408Z [2025-10-12 12:01:52,669] INFO [ReplicaStateMachine controllerId=1] Triggering offline replica state changes (kafka.controller.ZkReplicaStateMachine)
kafka                   | 2025-10-12T12:01:52.690685597Z [2025-10-12 12:01:52,690] DEBUG [ReplicaStateMachine controllerId=1] Started replica state machine with initial state -> HashMap() (kafka.controller.ZkReplicaStateMachine)
kafka                   | 2025-10-12T12:01:52.697939750Z [2025-10-12 12:01:52,697] INFO [PartitionStateMachine controllerId=1] Initializing partition state (kafka.controller.ZkPartitionStateMachine)
kafka                   | 2025-10-12T12:01:52.704521017Z [2025-10-12 12:01:52,704] INFO [PartitionStateMachine controllerId=1] Triggering online partition state changes (kafka.controller.ZkPartitionStateMachine)
kafka                   | 2025-10-12T12:01:52.719781829Z [2025-10-12 12:01:52,719] INFO [RequestSendThread controllerId=1] Controller 1 connected to kafka:29092 (id: 1 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
kafka                   | 2025-10-12T12:01:52.723610206Z [2025-10-12 12:01:52,723] DEBUG [PartitionStateMachine controllerId=1] Started partition state machine with initial state -> HashMap() (kafka.controller.ZkPartitionStateMachine)
kafka                   | 2025-10-12T12:01:52.725879333Z [2025-10-12 12:01:52,724] INFO [Controller id=1] Ready to serve as the new controller with epoch 1 (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.761409056Z [2025-10-12 12:01:52,761] INFO [Controller id=1] Partitions undergoing preferred replica election:  (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.766268319Z [2025-10-12 12:01:52,764] INFO [Controller id=1] Partitions that completed preferred replica election:  (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.766285050Z [2025-10-12 12:01:52,764] INFO [Controller id=1] Skipping preferred replica election for partitions due to topic deletion:  (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.766290049Z [2025-10-12 12:01:52,765] INFO [Controller id=1] Resuming preferred replica election for partitions:  (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.771381365Z [2025-10-12 12:01:52,770] INFO [Controller id=1] Starting replica leader election (PREFERRED) for partitions  triggered by ZkTriggered (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.833792695Z [2025-10-12 12:01:52,833] INFO [BrokerToControllerChannelManager broker=1 name=forwarding]: Recorded new controller, from now on will use node kafka:29092 (id: 1 rack: null) (kafka.server.BrokerToControllerRequestThread)
kafka                   | 2025-10-12T12:01:52.835709835Z [2025-10-12 12:01:52,833] INFO [Controller id=1] Starting the controller scheduler (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:52.844832376Z [2025-10-12 12:01:52,842] INFO [BrokerToControllerChannelManager broker=1 name=alterPartition]: Recorded new controller, from now on will use node kafka:29092 (id: 1 rack: null) (kafka.server.BrokerToControllerRequestThread)
kafka                   | 2025-10-12T12:01:52.869493148Z [2025-10-12 12:01:52,869] TRACE [Controller id=1 epoch=1] Received response UpdateMetadataResponseData(errorCode=0) for request UPDATE_METADATA with correlation id 0 sent to broker kafka:29092 (id: 1 rack: null) (state.change.logger)
kafka                   | 2025-10-12T12:01:57.856355465Z [2025-10-12 12:01:57,855] INFO [Controller id=1] Processing automatic preferred replica leader election (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:57.856382816Z [2025-10-12 12:01:57,855] TRACE [Controller id=1] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:59.543863087Z [2025-10-12 12:01:59,543] INFO Creating topic __consumer_offsets with configuration {compression.type=producer, cleanup.policy=compact, segment.bytes=104857600} and initial partition assignment HashMap(0 -> ArrayBuffer(1), 1 -> ArrayBuffer(1), 2 -> ArrayBuffer(1), 3 -> ArrayBuffer(1), 4 -> ArrayBuffer(1), 5 -> ArrayBuffer(1), 6 -> ArrayBuffer(1), 7 -> ArrayBuffer(1), 8 -> ArrayBuffer(1), 9 -> ArrayBuffer(1), 10 -> ArrayBuffer(1), 11 -> ArrayBuffer(1), 12 -> ArrayBuffer(1), 13 -> ArrayBuffer(1), 14 -> ArrayBuffer(1), 15 -> ArrayBuffer(1), 16 -> ArrayBuffer(1), 17 -> ArrayBuffer(1), 18 -> ArrayBuffer(1), 19 -> ArrayBuffer(1), 20 -> ArrayBuffer(1), 21 -> ArrayBuffer(1), 22 -> ArrayBuffer(1), 23 -> ArrayBuffer(1), 24 -> ArrayBuffer(1), 25 -> ArrayBuffer(1), 26 -> ArrayBuffer(1), 27 -> ArrayBuffer(1), 28 -> ArrayBuffer(1), 29 -> ArrayBuffer(1), 30 -> ArrayBuffer(1), 31 -> ArrayBuffer(1), 32 -> ArrayBuffer(1), 33 -> ArrayBuffer(1), 34 -> ArrayBuffer(1), 35 -> ArrayBuffer(1), 36 -> ArrayBuffer(1), 37 -> ArrayBuffer(1), 38 -> ArrayBuffer(1), 39 -> ArrayBuffer(1), 40 -> ArrayBuffer(1), 41 -> ArrayBuffer(1), 42 -> ArrayBuffer(1), 43 -> ArrayBuffer(1), 44 -> ArrayBuffer(1), 45 -> ArrayBuffer(1), 46 -> ArrayBuffer(1), 47 -> ArrayBuffer(1), 48 -> ArrayBuffer(1), 49 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
kafka                   | 2025-10-12T12:01:59.829015121Z [2025-10-12 12:01:59,824] INFO Creating topic order-events with configuration {} and initial partition assignment HashMap(0 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
kafka                   | 2025-10-12T12:01:59.858288083Z [2025-10-12 12:01:59,856] INFO [Controller id=1] New topics: [Set(__consumer_offsets)], deleted topics: [HashSet()], new partition replica assignment [Set(TopicIdReplicaAssignment(__consumer_offsets,Some(9i496F4lTvuob6hoWu2BOg),HashMap(__consumer_offsets-22 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-30 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-25 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-35 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-37 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-38 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-13 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-8 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-21 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-4 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-27 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-7 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-9 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-46 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-41 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-33 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-23 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-49 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-47 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-16 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-28 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-31 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-36 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-42 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-3 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-18 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-15 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-24 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-17 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-48 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-19 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-11 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-2 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-43 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-6 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-14 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-20 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-0 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-44 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-39 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-12 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-45 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-1 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-5 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-26 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-29 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-34 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-10 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-32 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=), __consumer_offsets-40 -> ReplicaAssignment(replicas=1, addingReplicas=, removingReplicas=))))] (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:59.860883529Z [2025-10-12 12:01:59,860] INFO [Controller id=1] New partition creation callback for __consumer_offsets-22,__consumer_offsets-30,__consumer_offsets-25,__consumer_offsets-35,__consumer_offsets-37,__consumer_offsets-38,__consumer_offsets-13,__consumer_offsets-8,__consumer_offsets-21,__consumer_offsets-4,__consumer_offsets-27,__consumer_offsets-7,__consumer_offsets-9,__consumer_offsets-46,__consumer_offsets-41,__consumer_offsets-33,__consumer_offsets-23,__consumer_offsets-49,__consumer_offsets-47,__consumer_offsets-16,__consumer_offsets-28,__consumer_offsets-31,__consumer_offsets-36,__consumer_offsets-42,__consumer_offsets-3,__consumer_offsets-18,__consumer_offsets-15,__consumer_offsets-24,__consumer_offsets-17,__consumer_offsets-48,__consumer_offsets-19,__consumer_offsets-11,__consumer_offsets-2,__consumer_offsets-43,__consumer_offsets-6,__consumer_offsets-14,__consumer_offsets-20,__consumer_offsets-0,__consumer_offsets-44,__consumer_offsets-39,__consumer_offsets-12,__consumer_offsets-45,__consumer_offsets-1,__consumer_offsets-5,__consumer_offsets-26,__consumer_offsets-29,__consumer_offsets-34,__consumer_offsets-10,__consumer_offsets-32,__consumer_offsets-40 (kafka.controller.KafkaController)
kafka                   | 2025-10-12T12:01:59.873472202Z [2025-10-12 12:01:59,870] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-22 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.891036484Z [2025-10-12 12:01:59,886] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-30 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.892438702Z [2025-10-12 12:01:59,890] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-25 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.892444323Z [2025-10-12 12:01:59,890] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-35 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.892451937Z [2025-10-12 12:01:59,891] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-37 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.892455774Z [2025-10-12 12:01:59,891] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-38 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.892459351Z [2025-10-12 12:01:59,891] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-13 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.892981495Z [2025-10-12 12:01:59,892] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-8 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.893011662Z [2025-10-12 12:01:59,892] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-21 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.893749910Z [2025-10-12 12:01:59,893] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-4 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.895014681Z [2025-10-12 12:01:59,893] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-27 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.895035721Z [2025-10-12 12:01:59,894] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-7 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.902642095Z [2025-10-12 12:01:59,895] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-9 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.902918060Z [2025-10-12 12:01:59,902] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-46 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.903080273Z [2025-10-12 12:01:59,903] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-41 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.904537824Z [2025-10-12 12:01:59,904] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-33 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.904769463Z [2025-10-12 12:01:59,904] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-23 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.904779011Z [2025-10-12 12:01:59,904] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-49 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.905286399Z [2025-10-12 12:01:59,904] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-47 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.905298050Z [2025-10-12 12:01:59,904] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-16 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.905302068Z [2025-10-12 12:01:59,905] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-28 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.906245913Z [2025-10-12 12:01:59,906] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-31 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.906482184Z [2025-10-12 12:01:59,906] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-36 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.906830705Z [2025-10-12 12:01:59,906] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-42 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.907868469Z [2025-10-12 12:01:59,907] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-3 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.908561052Z [2025-10-12 12:01:59,908] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-18 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.909350707Z [2025-10-12 12:01:59,909] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-15 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.910039152Z [2025-10-12 12:01:59,909] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-24 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.911291470Z [2025-10-12 12:01:59,911] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-17 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.913014206Z [2025-10-12 12:01:59,911] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-48 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.913025467Z [2025-10-12 12:01:59,912] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-19 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.913029855Z [2025-10-12 12:01:59,912] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-11 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.913041226Z [2025-10-12 12:01:59,912] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-2 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.913045955Z [2025-10-12 12:01:59,912] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-43 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.913505637Z [2025-10-12 12:01:59,913] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-6 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.913675574Z [2025-10-12 12:01:59,913] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-14 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.914977315Z [2025-10-12 12:01:59,914] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-20 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.915137955Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-0 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916052351Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-44 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916063262Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-39 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916067840Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-12 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916072629Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-45 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916076837Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-1 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916081125Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-5 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916085053Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-26 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916089711Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-29 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916093388Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-34 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916105401Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-10 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916117483Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-32 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916121250Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-40 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
kafka                   | 2025-10-12T12:01:59.916124737Z [2025-10-12 12:01:59,915] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka                   | 2025-10-12T12:01:59.981734810Z [2025-10-12 12:01:59,961] INFO Creating topic payment-events with configuration {} and initial partition assignment HashMap(0 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
kafka                   | 2025-10-12T12:01:59.989532438Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-32 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989552485Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-5 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989556743Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-44 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989560490Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-48 from NonExistentReplica to NewReplica (state.change.logger)
